i,j,technique,SelectedFeature,CorFeatures,Label,Ranking,Importance
camel-2.9.0,camel-2.10.0,RF,CountDeclMethodPublic,CountDeclMethod,"RatioCommentToCode
CountSemicolon
CountStmt
CountLineCode
CountLine
CountStmtExe
CountLineCodeExe
CountLineBlank
CountStmtDecl
CountLineCodeDecl
CountDeclInstanceMethod
SumEssential
CountDeclMethod
CountDeclFunction
SumCyclomatic
SumCyclomaticModified
SumCyclomaticStrict
CountDeclMethodPublic",5,6.066289722762757
camel-2.9.0,camel-2.10.0,RF,CountDeclMethodPublic,CountDeclFunction,"RatioCommentToCode
CountSemicolon
CountStmt
CountLineCode
CountLine
CountStmtExe
CountLineCodeExe
CountLineBlank
CountStmtDecl
CountLineCodeDecl
CountDeclInstanceMethod
SumEssential
CountDeclMethod
CountDeclFunction
SumCyclomatic
SumCyclomaticModified
SumCyclomaticStrict
CountDeclMethodPublic",5,6.066289722762757
camel-2.9.0,camel-2.10.0,RF,CountDeclMethodPublic,SumCyclomatic,"RatioCommentToCode
CountSemicolon
CountStmt
CountLineCode
CountLine
CountStmtExe
CountLineCodeExe
CountLineBlank
CountStmtDecl
CountLineCodeDecl
CountDeclInstanceMethod
SumEssential
CountDeclMethod
CountDeclFunction
SumCyclomatic
SumCyclomaticModified
SumCyclomaticStrict
CountDeclMethodPublic",5,6.066289722762757
camel-2.9.0,camel-2.10.0,RF,CountDeclMethodPublic,SumCyclomaticModified,"RatioCommentToCode
CountSemicolon
CountStmt
CountLineCode
CountLine
CountStmtExe
CountLineCodeExe
CountLineBlank
CountStmtDecl
CountLineCodeDecl
CountDeclInstanceMethod
SumEssential
CountDeclMethod
CountDeclFunction
SumCyclomatic
SumCyclomaticModified
SumCyclomaticStrict
CountDeclMethodPublic",5,6.066289722762757
camel-2.9.0,camel-2.10.0,RF,CountDeclMethodPublic,SumCyclomaticStrict,"RatioCommentToCode
CountSemicolon
CountStmt
CountLineCode
CountLine
CountStmtExe
CountLineCodeExe
CountLineBlank
CountStmtDecl
CountLineCodeDecl
CountDeclInstanceMethod
SumEssential
CountDeclMethod
CountDeclFunction
SumCyclomatic
SumCyclomaticModified
SumCyclomaticStrict
CountDeclMethodPublic",5,6.066289722762757
camel-2.9.0,camel-2.10.0,RF,CountDeclMethodPublic,CountDeclMethodPublic,"RatioCommentToCode
CountSemicolon
CountStmt
CountLineCode
CountLine
CountStmtExe
CountLineCodeExe
CountLineBlank
CountStmtDecl
CountLineCodeDecl
CountDeclInstanceMethod
SumEssential
CountDeclMethod
CountDeclFunction
SumCyclomatic
SumCyclomaticModified
SumCyclomaticStrict
CountDeclMethodPublic",5,6.066289722762757
camel-2.9.0,camel-2.10.0,RF,AvgLineBlank,AvgLineBlank,AvgLineBlank,13,1.9801076496845162
camel-2.9.0,camel-2.10.0,RF,MaxInheritanceTree,MaxInheritanceTree,MaxInheritanceTree,6,5.20830119920666
camel-2.9.0,camel-2.10.0,RF,CountClassDerived,CountClassDerived,CountClassDerived,19,1.05237737831067
camel-2.9.0,camel-2.10.0,RF,CountClassCoupled,CountClassCoupled,CountClassCoupled,3,8.722179756358734
camel-2.9.0,camel-2.10.0,RF,CountClassBase,CountClassBase,"CountClassBase
CountDeclClass",11,2.224199897734012
camel-2.9.0,camel-2.10.0,RF,CountClassBase,CountDeclClass,"CountClassBase
CountDeclClass",11,2.224199897734012
camel-2.9.0,camel-2.10.0,RF,CountInput_Min,CountInput_Min,CountInput_Min,14,1.7581869120090334
camel-2.9.0,camel-2.10.0,RF,CountOutput_Mean,CountOutput_Mean,"CountOutput_Mean
CountOutput_Max
AvgLine
AvgLineCode",4,8.626400204996195
camel-2.9.0,camel-2.10.0,RF,CountOutput_Mean,CountOutput_Max,"CountOutput_Mean
CountOutput_Max
AvgLine
AvgLineCode",4,8.626400204996195
camel-2.9.0,camel-2.10.0,RF,CountOutput_Mean,AvgLine,"CountOutput_Mean
CountOutput_Max
AvgLine
AvgLineCode",4,8.626400204996195
camel-2.9.0,camel-2.10.0,RF,CountOutput_Mean,AvgLineCode,"CountOutput_Mean
CountOutput_Max
AvgLine
AvgLineCode",4,8.626400204996195
camel-2.9.0,camel-2.10.0,RF,CountOutput_Min,CountOutput_Min,CountOutput_Min,8,3.406882099831652
camel-2.9.0,camel-2.10.0,RF,CountPath_Min,CountPath_Min,CountPath_Min,23,0.18067805130600015
camel-2.9.0,camel-2.10.0,RF,MaxNesting_Min,MaxNesting_Min,MaxNesting_Min,24,0.09504817044637047
groovy-1_5_7,groovy-1_6_BETA_1,RF,OWN_COMMIT,OWN_COMMIT,"OWN_COMMIT
MAJOR_COMMIT
DDEV
ADEV
COMM
Added_lines
Del_lines",1,21.557302055203312
groovy-1_5_7,groovy-1_6_BETA_1,RF,OWN_COMMIT,MAJOR_COMMIT,"OWN_COMMIT
MAJOR_COMMIT
DDEV
ADEV
COMM
Added_lines
Del_lines",1,21.557302055203312
groovy-1_5_7,groovy-1_6_BETA_1,RF,OWN_COMMIT,DDEV,"OWN_COMMIT
MAJOR_COMMIT
DDEV
ADEV
COMM
Added_lines
Del_lines",1,21.557302055203312
groovy-1_5_7,groovy-1_6_BETA_1,RF,OWN_COMMIT,ADEV,"OWN_COMMIT
MAJOR_COMMIT
DDEV
ADEV
COMM
Added_lines
Del_lines",1,21.557302055203312
groovy-1_5_7,groovy-1_6_BETA_1,RF,OWN_COMMIT,COMM,"OWN_COMMIT
MAJOR_COMMIT
DDEV
ADEV
COMM
Added_lines
Del_lines",1,21.557302055203312
groovy-1_5_7,groovy-1_6_BETA_1,RF,OWN_COMMIT,Added_lines,"OWN_COMMIT
MAJOR_COMMIT
DDEV
ADEV
COMM
Added_lines
Del_lines",1,21.557302055203312
groovy-1_5_7,groovy-1_6_BETA_1,RF,OWN_COMMIT,Del_lines,"OWN_COMMIT
MAJOR_COMMIT
DDEV
ADEV
COMM
Added_lines
Del_lines",1,21.557302055203312
groovy-1_5_7,groovy-1_6_BETA_1,RF,MINOR_COMMIT,MINOR_COMMIT,MINOR_COMMIT,25,0.0038872647980899553
groovy-1_5_7,groovy-1_6_BETA_1,RF,MINOR_LINE,MINOR_LINE,"MINOR_LINE
OWN_LINE",14,1.9310249589832023
groovy-1_5_7,groovy-1_6_BETA_1,RF,MINOR_LINE,OWN_LINE,"MINOR_LINE
OWN_LINE",14,1.9310249589832023
groovy-1_5_7,groovy-1_6_BETA_1,RF,MAJOR_LINE,MAJOR_LINE,MAJOR_LINE,16,1.78537025991666
groovy-1_5_7,groovy-1_6_BETA_1,RF,CountDeclMethodPrivate,CountDeclMethodPrivate,CountDeclMethodPrivate,2,11.25767383269603
groovy-1_5_7,groovy-1_6_BETA_1,RF,CountDeclMethodDefault,CountDeclMethodDefault,CountDeclMethodDefault,22,0.5692492471918819
groovy-1_5_7,groovy-1_6_BETA_1,RF,AvgEssential,AvgEssential,AvgEssential,24,0.2549974723106083
groovy-1_5_7,groovy-1_6_BETA_1,RF,CountDeclClassVariable,CountDeclClassVariable,CountDeclClassVariable,15,1.9284070097136534
groovy-1_5_7,groovy-1_6_BETA_1,RF,AvgLineComment,AvgLineComment,AvgLineComment,17,1.6246197729605856
groovy-1_5_7,groovy-1_6_BETA_1,RF,CountDeclClass,CountDeclClass,CountDeclClass,21,0.6908771906507639
groovy-1_5_7,groovy-1_6_BETA_1,RF,CountDeclMethodProtected,CountDeclMethodProtected,CountDeclMethodProtected,3,9.598657931869187
groovy-1_5_7,groovy-1_6_BETA_1,RF,CountDeclInstanceVariable,PercentLackOfCohesion,"PercentLackOfCohesion
CountDeclInstanceVariable",7,5.2961234680807685
groovy-1_5_7,groovy-1_6_BETA_1,RF,CountDeclInstanceVariable,CountDeclInstanceVariable,"PercentLackOfCohesion
CountDeclInstanceVariable",7,5.2961234680807685
groovy-1_5_7,groovy-1_6_BETA_1,RF,RatioCommentToCode,RatioCommentToCode,RatioCommentToCode,8,4.840543189325099
groovy-1_5_7,groovy-1_6_BETA_1,RF,AvgLineBlank,AvgLineBlank,AvgLineBlank,19,1.2089812669124096
groovy-1_5_7,groovy-1_6_BETA_1,RF,CountDeclInstanceMethod,CountDeclInstanceMethod,"CountDeclInstanceMethod
SumCyclomatic
SumCyclomaticModified
SumCyclomaticStrict
SumEssential
CountDeclMethod
CountDeclFunction
CountDeclMethodPublic",11,3.6758254177623293
groovy-1_5_7,groovy-1_6_BETA_1,RF,CountDeclInstanceMethod,SumCyclomatic,"CountDeclInstanceMethod
SumCyclomatic
SumCyclomaticModified
SumCyclomaticStrict
SumEssential
CountDeclMethod
CountDeclFunction
CountDeclMethodPublic",11,3.6758254177623293
groovy-1_5_7,groovy-1_6_BETA_1,RF,CountDeclInstanceMethod,SumCyclomaticModified,"CountDeclInstanceMethod
SumCyclomatic
SumCyclomaticModified
SumCyclomaticStrict
SumEssential
CountDeclMethod
CountDeclFunction
CountDeclMethodPublic",11,3.6758254177623293
groovy-1_5_7,groovy-1_6_BETA_1,RF,CountDeclInstanceMethod,SumCyclomaticStrict,"CountDeclInstanceMethod
SumCyclomatic
SumCyclomaticModified
SumCyclomaticStrict
SumEssential
CountDeclMethod
CountDeclFunction
CountDeclMethodPublic",11,3.6758254177623293
groovy-1_5_7,groovy-1_6_BETA_1,RF,CountDeclInstanceMethod,SumEssential,"CountDeclInstanceMethod
SumCyclomatic
SumCyclomaticModified
SumCyclomaticStrict
SumEssential
CountDeclMethod
CountDeclFunction
CountDeclMethodPublic",11,3.6758254177623293
groovy-1_5_7,groovy-1_6_BETA_1,RF,CountDeclInstanceMethod,CountDeclMethod,"CountDeclInstanceMethod
SumCyclomatic
SumCyclomaticModified
SumCyclomaticStrict
SumEssential
CountDeclMethod
CountDeclFunction
CountDeclMethodPublic",11,3.6758254177623293
groovy-1_5_7,groovy-1_6_BETA_1,RF,CountDeclInstanceMethod,CountDeclFunction,"CountDeclInstanceMethod
SumCyclomatic
SumCyclomaticModified
SumCyclomaticStrict
SumEssential
CountDeclMethod
CountDeclFunction
CountDeclMethodPublic",11,3.6758254177623293
groovy-1_5_7,groovy-1_6_BETA_1,RF,CountDeclInstanceMethod,CountDeclMethodPublic,"CountDeclInstanceMethod
SumCyclomatic
SumCyclomaticModified
SumCyclomaticStrict
SumEssential
CountDeclMethod
CountDeclFunction
CountDeclMethodPublic",11,3.6758254177623293
groovy-1_5_7,groovy-1_6_BETA_1,RF,AvgCyclomaticStrict,MaxNesting_Mean,"MaxNesting_Mean
CountPath_Mean
CountPath_Max
MaxCyclomaticModified
MaxCyclomatic
MaxCyclomaticStrict
MaxNesting_Max
AvgCyclomaticStrict
AvgCyclomaticModified
AvgCyclomatic",18,1.589171372306285
groovy-1_5_7,groovy-1_6_BETA_1,RF,AvgCyclomaticStrict,CountPath_Mean,"MaxNesting_Mean
CountPath_Mean
CountPath_Max
MaxCyclomaticModified
MaxCyclomatic
MaxCyclomaticStrict
MaxNesting_Max
AvgCyclomaticStrict
AvgCyclomaticModified
AvgCyclomatic",18,1.589171372306285
groovy-1_5_7,groovy-1_6_BETA_1,RF,AvgCyclomaticStrict,CountPath_Max,"MaxNesting_Mean
CountPath_Mean
CountPath_Max
MaxCyclomaticModified
MaxCyclomatic
MaxCyclomaticStrict
MaxNesting_Max
AvgCyclomaticStrict
AvgCyclomaticModified
AvgCyclomatic",18,1.589171372306285
groovy-1_5_7,groovy-1_6_BETA_1,RF,AvgCyclomaticStrict,MaxCyclomaticModified,"MaxNesting_Mean
CountPath_Mean
CountPath_Max
MaxCyclomaticModified
MaxCyclomatic
MaxCyclomaticStrict
MaxNesting_Max
AvgCyclomaticStrict
AvgCyclomaticModified
AvgCyclomatic",18,1.589171372306285
groovy-1_5_7,groovy-1_6_BETA_1,RF,AvgCyclomaticStrict,MaxCyclomatic,"MaxNesting_Mean
CountPath_Mean
CountPath_Max
MaxCyclomaticModified
MaxCyclomatic
MaxCyclomaticStrict
MaxNesting_Max
AvgCyclomaticStrict
AvgCyclomaticModified
AvgCyclomatic",18,1.589171372306285
groovy-1_5_7,groovy-1_6_BETA_1,RF,AvgCyclomaticStrict,MaxCyclomaticStrict,"MaxNesting_Mean
CountPath_Mean
CountPath_Max
MaxCyclomaticModified
MaxCyclomatic
MaxCyclomaticStrict
MaxNesting_Max
AvgCyclomaticStrict
AvgCyclomaticModified
AvgCyclomatic",18,1.589171372306285
groovy-1_5_7,groovy-1_6_BETA_1,RF,AvgCyclomaticStrict,MaxNesting_Max,"MaxNesting_Mean
CountPath_Mean
CountPath_Max
MaxCyclomaticModified
MaxCyclomatic
MaxCyclomaticStrict
MaxNesting_Max
AvgCyclomaticStrict
AvgCyclomaticModified
AvgCyclomatic",18,1.589171372306285
groovy-1_5_7,groovy-1_6_BETA_1,RF,AvgCyclomaticStrict,AvgCyclomaticStrict,"MaxNesting_Mean
CountPath_Mean
CountPath_Max
MaxCyclomaticModified
MaxCyclomatic
MaxCyclomaticStrict
MaxNesting_Max
AvgCyclomaticStrict
AvgCyclomaticModified
AvgCyclomatic",18,1.589171372306285
groovy-1_5_7,groovy-1_6_BETA_1,RF,AvgCyclomaticStrict,AvgCyclomaticModified,"MaxNesting_Mean
CountPath_Mean
CountPath_Max
MaxCyclomaticModified
MaxCyclomatic
MaxCyclomaticStrict
MaxNesting_Max
AvgCyclomaticStrict
AvgCyclomaticModified
AvgCyclomatic",18,1.589171372306285
groovy-1_5_7,groovy-1_6_BETA_1,RF,AvgCyclomaticStrict,AvgCyclomatic,"MaxNesting_Mean
CountPath_Mean
CountPath_Max
MaxCyclomaticModified
MaxCyclomatic
MaxCyclomaticStrict
MaxNesting_Max
AvgCyclomaticStrict
AvgCyclomaticModified
AvgCyclomatic",18,1.589171372306285
groovy-1_5_7,groovy-1_6_BETA_1,RF,MaxInheritanceTree,MaxInheritanceTree,MaxInheritanceTree,10,3.810417508276951
groovy-1_5_7,groovy-1_6_BETA_1,RF,CountClassDerived,CountClassDerived,CountClassDerived,20,0.7743119764649278
groovy-1_5_7,groovy-1_6_BETA_1,RF,CountClassCoupled,CountClassCoupled,CountClassCoupled,5,5.57500086887563
groovy-1_5_7,groovy-1_6_BETA_1,RF,CountClassBase,CountClassBase,CountClassBase,12,2.89300796666486
groovy-1_5_7,groovy-1_6_BETA_1,RF,CountInput_Mean,CountInput_Mean,"CountInput_Mean
CountInput_Max",9,4.03410281649254
groovy-1_5_7,groovy-1_6_BETA_1,RF,CountInput_Mean,CountInput_Max,"CountInput_Mean
CountInput_Max",9,4.03410281649254
groovy-1_5_7,groovy-1_6_BETA_1,RF,CountInput_Min,CountInput_Min,CountInput_Min,13,2.8868724766372615
groovy-1_5_7,groovy-1_6_BETA_1,RF,CountOutput_Mean,CountOutput_Mean,"CountOutput_Mean
CountOutput_Max
AvgLine
AvgLineCode",4,6.399227652240011
groovy-1_5_7,groovy-1_6_BETA_1,RF,CountOutput_Mean,CountOutput_Max,"CountOutput_Mean
CountOutput_Max
AvgLine
AvgLineCode",4,6.399227652240011
groovy-1_5_7,groovy-1_6_BETA_1,RF,CountOutput_Mean,AvgLine,"CountOutput_Mean
CountOutput_Max
AvgLine
AvgLineCode",4,6.399227652240011
groovy-1_5_7,groovy-1_6_BETA_1,RF,CountOutput_Mean,AvgLineCode,"CountOutput_Mean
CountOutput_Max
AvgLine
AvgLineCode",4,6.399227652240011
groovy-1_5_7,groovy-1_6_BETA_1,RF,CountOutput_Min,CountOutput_Min,CountOutput_Min,6,5.49852053474528
groovy-1_5_7,groovy-1_6_BETA_1,RF,CountPath_Min,MaxNesting_Min,"MaxNesting_Min
CountPath_Min",23,0.31582648892165777
groovy-1_5_7,groovy-1_6_BETA_1,RF,CountPath_Min,CountPath_Min,"MaxNesting_Min
CountPath_Min",23,0.31582648892165777
hbase-0.94.0,hbase-0.95.0,RF,Del_lines,Del_lines,Del_lines,3,10.035839574482521
hbase-0.94.0,hbase-0.95.0,RF,OWN_COMMIT,OWN_COMMIT,OWN_COMMIT,1,17.445847023800837
hbase-0.94.0,hbase-0.95.0,RF,MINOR_COMMIT,MINOR_COMMIT,MINOR_COMMIT,24,0.2782836903805445
hbase-0.94.0,hbase-0.95.0,RF,MINOR_LINE,MINOR_LINE,"MINOR_LINE
OWN_LINE",17,1.7067194647973891
hbase-0.94.0,hbase-0.95.0,RF,MINOR_LINE,OWN_LINE,"MINOR_LINE
OWN_LINE",17,1.7067194647973891
hbase-0.94.0,hbase-0.95.0,RF,MAJOR_LINE,MAJOR_LINE,MAJOR_LINE,14,2.5492663772286908
hbase-0.94.0,hbase-0.95.0,RF,CountDeclMethodDefault,CountDeclMethodDefault,CountDeclMethodDefault,16,1.7216723723524525
hbase-0.94.0,hbase-0.95.0,RF,AvgEssential,AvgEssential,AvgEssential,18,1.6631173826475345
hbase-0.94.0,hbase-0.95.0,RF,CountDeclClassMethod,CountDeclClassMethod,CountDeclClassMethod,10,3.4877850126413437
hbase-0.94.0,hbase-0.95.0,RF,AvgLineComment,AvgLineComment,AvgLineComment,9,4.077491304231553
hbase-0.94.0,hbase-0.95.0,RF,CountDeclMethodProtected,CountDeclMethodProtected,CountDeclMethodProtected,21,1.0169995779516512
hbase-0.94.0,hbase-0.95.0,RF,RatioCommentToCode,RatioCommentToCode,RatioCommentToCode,5,7.335299961756131
hbase-0.94.0,hbase-0.95.0,RF,AvgLineBlank,AvgLineBlank,AvgLineBlank,20,1.2986226537232555
hbase-0.94.0,hbase-0.95.0,RF,PercentLackOfCohesion,PercentLackOfCohesion,PercentLackOfCohesion,8,4.703872059359237
hbase-0.94.0,hbase-0.95.0,RF,MaxInheritanceTree,MaxInheritanceTree,MaxInheritanceTree,15,2.2510929460253832
hbase-0.94.0,hbase-0.95.0,RF,CountClassDerived,CountClassDerived,CountClassDerived,19,1.3319795883872567
hbase-0.94.0,hbase-0.95.0,RF,CountClassCoupled,CountClassCoupled,CountClassCoupled,2,10.168338516614273
hbase-0.94.0,hbase-0.95.0,RF,CountClassBase,CountClassBase,CountClassBase,12,2.738541945066211
hbase-0.94.0,hbase-0.95.0,RF,CountInput_Mean,CountInput_Mean,"CountInput_Mean
CountInput_Max",7,5.621220115725629
hbase-0.94.0,hbase-0.95.0,RF,CountInput_Mean,CountInput_Max,"CountInput_Mean
CountInput_Max",7,5.621220115725629
hbase-0.94.0,hbase-0.95.0,RF,CountInput_Min,CountInput_Min,CountInput_Min,11,2.8393329226875395
hbase-0.94.0,hbase-0.95.0,RF,CountOutput_Mean,CountOutput_Mean,"CountOutput_Mean
AvgLine
AvgLineCode
CountOutput_Max",4,8.127402159965584
hbase-0.94.0,hbase-0.95.0,RF,CountOutput_Mean,AvgLine,"CountOutput_Mean
AvgLine
AvgLineCode
CountOutput_Max",4,8.127402159965584
hbase-0.94.0,hbase-0.95.0,RF,CountOutput_Mean,AvgLineCode,"CountOutput_Mean
AvgLine
AvgLineCode
CountOutput_Max",4,8.127402159965584
hbase-0.94.0,hbase-0.95.0,RF,CountOutput_Mean,CountOutput_Max,"CountOutput_Mean
AvgLine
AvgLineCode
CountOutput_Max",4,8.127402159965584
hbase-0.94.0,hbase-0.95.0,RF,CountOutput_Min,CountOutput_Min,CountOutput_Min,13,2.6461617523662326
hbase-0.94.0,hbase-0.95.0,RF,CountPath_Min,CountPath_Min,CountPath_Min,22,0.7620190647683297
hbase-0.94.0,hbase-0.95.0,RF,MaxNesting_Mean,MaxNesting_Mean,"MaxNesting_Mean
CountPath_Mean
CountPath_Max
MaxCyclomaticStrict
MaxCyclomaticModified
MaxCyclomatic
AvgCyclomaticStrict
AvgCyclomaticModified
AvgCyclomatic
MaxNesting_Max",6,5.883329180750754
hbase-0.94.0,hbase-0.95.0,RF,MaxNesting_Mean,CountPath_Mean,"MaxNesting_Mean
CountPath_Mean
CountPath_Max
MaxCyclomaticStrict
MaxCyclomaticModified
MaxCyclomatic
AvgCyclomaticStrict
AvgCyclomaticModified
AvgCyclomatic
MaxNesting_Max",6,5.883329180750754
hbase-0.94.0,hbase-0.95.0,RF,MaxNesting_Mean,CountPath_Max,"MaxNesting_Mean
CountPath_Mean
CountPath_Max
MaxCyclomaticStrict
MaxCyclomaticModified
MaxCyclomatic
AvgCyclomaticStrict
AvgCyclomaticModified
AvgCyclomatic
MaxNesting_Max",6,5.883329180750754
hbase-0.94.0,hbase-0.95.0,RF,MaxNesting_Mean,MaxCyclomaticStrict,"MaxNesting_Mean
CountPath_Mean
CountPath_Max
MaxCyclomaticStrict
MaxCyclomaticModified
MaxCyclomatic
AvgCyclomaticStrict
AvgCyclomaticModified
AvgCyclomatic
MaxNesting_Max",6,5.883329180750754
hbase-0.94.0,hbase-0.95.0,RF,MaxNesting_Mean,MaxCyclomaticModified,"MaxNesting_Mean
CountPath_Mean
CountPath_Max
MaxCyclomaticStrict
MaxCyclomaticModified
MaxCyclomatic
AvgCyclomaticStrict
AvgCyclomaticModified
AvgCyclomatic
MaxNesting_Max",6,5.883329180750754
hbase-0.94.0,hbase-0.95.0,RF,MaxNesting_Mean,MaxCyclomatic,"MaxNesting_Mean
CountPath_Mean
CountPath_Max
MaxCyclomaticStrict
MaxCyclomaticModified
MaxCyclomatic
AvgCyclomaticStrict
AvgCyclomaticModified
AvgCyclomatic
MaxNesting_Max",6,5.883329180750754
hbase-0.94.0,hbase-0.95.0,RF,MaxNesting_Mean,AvgCyclomaticStrict,"MaxNesting_Mean
CountPath_Mean
CountPath_Max
MaxCyclomaticStrict
MaxCyclomaticModified
MaxCyclomatic
AvgCyclomaticStrict
AvgCyclomaticModified
AvgCyclomatic
MaxNesting_Max",6,5.883329180750754
hbase-0.94.0,hbase-0.95.0,RF,MaxNesting_Mean,AvgCyclomaticModified,"MaxNesting_Mean
CountPath_Mean
CountPath_Max
MaxCyclomaticStrict
MaxCyclomaticModified
MaxCyclomatic
AvgCyclomaticStrict
AvgCyclomaticModified
AvgCyclomatic
MaxNesting_Max",6,5.883329180750754
hbase-0.94.0,hbase-0.95.0,RF,MaxNesting_Mean,AvgCyclomatic,"MaxNesting_Mean
CountPath_Mean
CountPath_Max
MaxCyclomaticStrict
MaxCyclomaticModified
MaxCyclomatic
AvgCyclomaticStrict
AvgCyclomaticModified
AvgCyclomatic
MaxNesting_Max",6,5.883329180750754
hbase-0.94.0,hbase-0.95.0,RF,MaxNesting_Mean,MaxNesting_Max,"MaxNesting_Mean
CountPath_Mean
CountPath_Max
MaxCyclomaticStrict
MaxCyclomaticModified
MaxCyclomatic
AvgCyclomaticStrict
AvgCyclomaticModified
AvgCyclomatic
MaxNesting_Max",6,5.883329180750754
hbase-0.94.0,hbase-0.95.0,RF,MaxNesting_Min,MaxNesting_Min,MaxNesting_Min,23,0.3097653522896883
hive-0.10.0,hive-0.12.0,RF,OWN_COMMIT,MAJOR_COMMIT,"MAJOR_COMMIT
DDEV
ADEV
COMM
Added_lines
OWN_COMMIT
Del_lines",1,30.786580697081188
hive-0.10.0,hive-0.12.0,RF,OWN_COMMIT,DDEV,"MAJOR_COMMIT
DDEV
ADEV
COMM
Added_lines
OWN_COMMIT
Del_lines",1,30.786580697081188
hive-0.10.0,hive-0.12.0,RF,OWN_COMMIT,ADEV,"MAJOR_COMMIT
DDEV
ADEV
COMM
Added_lines
OWN_COMMIT
Del_lines",1,30.786580697081188
hive-0.10.0,hive-0.12.0,RF,OWN_COMMIT,COMM,"MAJOR_COMMIT
DDEV
ADEV
COMM
Added_lines
OWN_COMMIT
Del_lines",1,30.786580697081188
hive-0.10.0,hive-0.12.0,RF,OWN_COMMIT,Added_lines,"MAJOR_COMMIT
DDEV
ADEV
COMM
Added_lines
OWN_COMMIT
Del_lines",1,30.786580697081188
hive-0.10.0,hive-0.12.0,RF,OWN_COMMIT,OWN_COMMIT,"MAJOR_COMMIT
DDEV
ADEV
COMM
Added_lines
OWN_COMMIT
Del_lines",1,30.786580697081188
hive-0.10.0,hive-0.12.0,RF,OWN_COMMIT,Del_lines,"MAJOR_COMMIT
DDEV
ADEV
COMM
Added_lines
OWN_COMMIT
Del_lines",1,30.786580697081188
hive-0.10.0,hive-0.12.0,RF,MINOR_COMMIT,MINOR_COMMIT,MINOR_COMMIT,23,0.0
hive-0.10.0,hive-0.12.0,RF,MINOR_LINE,MINOR_LINE,"MINOR_LINE
OWN_LINE",15,2.0698997586624075
hive-0.10.0,hive-0.12.0,RF,MINOR_LINE,OWN_LINE,"MINOR_LINE
OWN_LINE",15,2.0698997586624075
hive-0.10.0,hive-0.12.0,RF,MAJOR_LINE,MAJOR_LINE,MAJOR_LINE,9,2.9169753898127175
hive-0.10.0,hive-0.12.0,RF,CountDeclMethodPrivate,CountDeclMethodPrivate,CountDeclMethodPrivate,8,4.115562468763338
hive-0.10.0,hive-0.12.0,RF,AvgEssential,AvgEssential,AvgEssential,18,1.2787182597881295
hive-0.10.0,hive-0.12.0,RF,AvgLineComment,AvgLineComment,AvgLineComment,13,2.3048543138203543
hive-0.10.0,hive-0.12.0,RF,CountLineComment,CountLineComment,CountLineComment,2,10.696675078869825
hive-0.10.0,hive-0.12.0,RF,CountDeclMethodProtected,CountDeclMethodProtected,CountDeclMethodProtected,19,0.7522617614648042
hive-0.10.0,hive-0.12.0,RF,CountDeclInstanceVariable,CountDeclInstanceVariable,CountDeclInstanceVariable,10,2.5105925915941145
hive-0.10.0,hive-0.12.0,RF,RatioCommentToCode,RatioCommentToCode,RatioCommentToCode,4,7.026741038217821
hive-0.10.0,hive-0.12.0,RF,AvgLineBlank,AvgLineBlank,AvgLineBlank,16,1.5207743827019842
hive-0.10.0,hive-0.12.0,RF,PercentLackOfCohesion,PercentLackOfCohesion,PercentLackOfCohesion,7,4.77607865200543
hive-0.10.0,hive-0.12.0,RF,MaxInheritanceTree,MaxInheritanceTree,MaxInheritanceTree,17,1.4845505971755917
hive-0.10.0,hive-0.12.0,RF,CountClassDerived,CountClassDerived,CountClassDerived,20,0.7340142121204546
hive-0.10.0,hive-0.12.0,RF,CountClassCoupled,CountClassCoupled,CountClassCoupled,5,5.427924750931203
hive-0.10.0,hive-0.12.0,RF,CountClassBase,CountClassBase,CountClassBase,14,2.185787391493843
hive-0.10.0,hive-0.12.0,RF,CountInput_Mean,CountInput_Mean,"CountInput_Mean
CountInput_Max",6,5.028305748077243
hive-0.10.0,hive-0.12.0,RF,CountInput_Mean,CountInput_Max,"CountInput_Mean
CountInput_Max",6,5.028305748077243
hive-0.10.0,hive-0.12.0,RF,CountInput_Min,CountInput_Min,CountInput_Min,12,2.3628993124273796
hive-0.10.0,hive-0.12.0,RF,CountOutput_Min,CountOutput_Min,CountOutput_Min,11,2.4206344650510685
hive-0.10.0,hive-0.12.0,RF,CountPath_Min,CountPath_Min,CountPath_Min,21,0.5696139798619411
hive-0.10.0,hive-0.12.0,RF,MaxNesting_Mean,MaxNesting_Mean,"MaxNesting_Mean
MaxNesting_Max
CountPath_Mean
CountPath_Max
MaxCyclomaticModified
MaxCyclomatic
AvgCyclomaticModified
AvgCyclomaticStrict
AvgCyclomatic
MaxCyclomaticStrict
CountOutput_Mean
CountOutput_Max
AvgLine
AvgLineCode",3,8.774386894370341
hive-0.10.0,hive-0.12.0,RF,MaxNesting_Mean,MaxNesting_Max,"MaxNesting_Mean
MaxNesting_Max
CountPath_Mean
CountPath_Max
MaxCyclomaticModified
MaxCyclomatic
AvgCyclomaticModified
AvgCyclomaticStrict
AvgCyclomatic
MaxCyclomaticStrict
CountOutput_Mean
CountOutput_Max
AvgLine
AvgLineCode",3,8.774386894370341
