i,j,k,filename,idx,y_pred,y_test,left,condition,right,score,X_test,X_validate,y_validate
camel-1.4.0,camel-2.9.0,camel-2.10.0,camel-core/src/test/java/org/apache/camel/impl/ConfigurationHelperTest.java,1507,0.53,True,CountInput_Min,<=,0.50,0.046494657726362514,0.0,0,False
camel-1.4.0,camel-2.9.0,camel-2.10.0,camel-core/src/test/java/org/apache/camel/impl/ConfigurationHelperTest.java,1507,0.53,True,CountOutput_Min,>,0.50,0.02201901238536703,1.0,1,False
camel-1.4.0,camel-2.9.0,camel-2.10.0,camel-core/src/main/java/org/apache/camel/component/file/GenericFileOnCompletion.java,162,0.51,True,OWN_COMMIT,>,0.50,0.2242368272554786,0.5,1.0,True
camel-1.4.0,camel-2.9.0,camel-2.10.0,camel-core/src/main/java/org/apache/camel/component/file/GenericFileOnCompletion.java,162,0.51,True,CountInput_Min,<=,0.50,0.05830332875494118,0.0,0,True
camel-1.4.0,camel-2.9.0,camel-2.10.0,camel-core/src/main/java/org/apache/camel/component/file/GenericFileOnCompletion.java,162,0.51,True,MAJOR_COMMIT,>,1.50,-0.04679265340351511,2.0,1,True
camel-1.4.0,camel-2.9.0,camel-2.10.0,camel-core/src/main/java/org/apache/camel/component/file/GenericFileOnCompletion.java,162,0.51,True,MAJOR_LINE,>,1.50,-0.04453514319502133,2.0,2,True
camel-1.4.0,camel-2.9.0,camel-2.10.0,camel-core/src/main/java/org/apache/camel/component/file/GenericFileOnCompletion.java,162,0.51,True,CountDeclMethodPublic,>,1.50,0.02881977426929759,6.0,6,True
camel-1.4.0,camel-2.9.0,camel-2.10.0,components/camel-jetty/src/main/java/org/apache/camel/component/jetty/CamelContinuationServlet.java,4286,0.51,True,OWN_COMMIT,<=,0.00,-0.2671837400591423,0.0,1.0,False
camel-1.4.0,camel-2.9.0,camel-2.10.0,components/camel-jetty/src/main/java/org/apache/camel/component/jetty/CamelContinuationServlet.java,4286,0.51,True,CountInput_Min,>,0.50,-0.050175059603035914,1.0,1,False
camel-1.4.0,camel-2.9.0,camel-2.10.0,components/camel-jetty/src/main/java/org/apache/camel/component/jetty/CamelContinuationServlet.java,4286,0.51,True,MAJOR_COMMIT,<=,0.50,0.0467707549436766,0.0,1,False
camel-1.4.0,camel-2.9.0,camel-2.10.0,components/camel-jetty/src/main/java/org/apache/camel/component/jetty/CamelContinuationServlet.java,4286,0.51,True,CountClassDerived,<=,0.50,0.04587929730614466,0.0,0,False
camel-1.4.0,camel-2.9.0,camel-2.10.0,components/camel-jetty/src/main/java/org/apache/camel/component/jetty/CamelContinuationServlet.java,4286,0.51,True,CountOutput_Min,>,0.50,0.02736676897244118,1.0,1,False
camel-1.4.0,camel-2.9.0,camel-2.10.0,components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsComponent.java,4456,0.51,True,OWN_COMMIT,>,0.50,0.22502521962348734,0.545454545454545,0.666666666666667,False
camel-1.4.0,camel-2.9.0,camel-2.10.0,components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsComponent.java,4456,0.51,True,CountInput_Min,<=,0.50,0.05665497868325047,0.0,0,False
camel-1.4.0,camel-2.9.0,camel-2.10.0,components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsComponent.java,4456,0.51,True,AvgLineComment,<=,0.50,0.029658741342277674,0.0,0,False
camel-1.4.0,camel-2.9.0,camel-2.10.0,components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsComponent.java,4456,0.51,True,CountOutput_Min,>,0.50,0.028927719937819344,1.0,1,False
camel-1.4.0,camel-2.9.0,camel-2.10.0,components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsComponent.java,4456,0.51,True,OWN_LINE,>,0.51,0.024563021875374746,0.590163934426229,0.537593984962406,False
camel-1.4.0,camel-2.9.0,camel-2.10.0,components/camel-bindy/src/main/java/org/apache/camel/dataformat/bindy/kvp/BindyKeyValuePairDataFormat.java,2924,0.5,True,OWN_COMMIT,>,1.00,-0.14518012160206525,1.0,0.666666666666667,False
camel-1.4.0,camel-2.9.0,camel-2.10.0,components/camel-bindy/src/main/java/org/apache/camel/dataformat/bindy/kvp/BindyKeyValuePairDataFormat.java,2924,0.5,True,MAJOR_LINE,<=,0.50,0.07296885514641206,0.0,0,False
camel-1.4.0,camel-2.9.0,camel-2.10.0,components/camel-bindy/src/main/java/org/apache/camel/dataformat/bindy/kvp/BindyKeyValuePairDataFormat.java,2924,0.5,True,CountInput_Min,<=,0.50,0.044605366616183535,0.0,0,False
camel-1.4.0,camel-2.9.0,camel-2.10.0,components/camel-bindy/src/main/java/org/apache/camel/dataformat/bindy/kvp/BindyKeyValuePairDataFormat.java,2924,0.5,True,CountClassDerived,<=,0.50,0.03601655386166266,0.0,0,False
camel-1.4.0,camel-2.9.0,camel-2.10.0,components/camel-bindy/src/main/java/org/apache/camel/dataformat/bindy/kvp/BindyKeyValuePairDataFormat.java,2924,0.5,True,OWN_LINE,>,0.51,0.026294773253541445,0.620915032679739,0.5900621118012421,False
camel-1.4.0,camel-2.9.0,camel-2.10.0,camel-core/src/main/java/org/apache/camel/management/DefaultManagementLifecycleStrategy.java,438,0.5,True,OWN_COMMIT,>,0.50,0.22400921158842846,0.555555555555556,0.8461538461538459,False
camel-1.4.0,camel-2.9.0,camel-2.10.0,camel-core/src/main/java/org/apache/camel/management/DefaultManagementLifecycleStrategy.java,438,0.5,True,CountInput_Min,<=,0.50,0.05857429559063652,0.0,0,False
camel-1.4.0,camel-2.9.0,camel-2.10.0,camel-core/src/main/java/org/apache/camel/management/DefaultManagementLifecycleStrategy.java,438,0.5,True,CountClassDerived,<=,0.50,0.044541580043958064,0.0,0,False
camel-1.4.0,camel-2.9.0,camel-2.10.0,camel-core/src/main/java/org/apache/camel/management/DefaultManagementLifecycleStrategy.java,438,0.5,True,MAJOR_COMMIT,>,1.50,-0.04178150274553971,2.0,3,False
camel-1.4.0,camel-2.9.0,camel-2.10.0,camel-core/src/main/java/org/apache/camel/management/DefaultManagementLifecycleStrategy.java,438,0.5,True,CountOutput_Min,>,0.50,0.030263021913285594,1.0,1,False
camel-1.4.0,camel-2.9.0,camel-2.10.0,components/camel-cxf/src/test/java/org/apache/camel/component/cxf/spring/CxfEndpointBeanTest.java,3397,0.5,True,OWN_COMMIT,>,0.50,0.23049010433655462,0.666666666666667,1.0,False
camel-1.4.0,camel-2.9.0,camel-2.10.0,components/camel-cxf/src/test/java/org/apache/camel/component/cxf/spring/CxfEndpointBeanTest.java,3397,0.5,True,CountInput_Min,<=,0.50,0.05368043945449831,0.0,0,False
camel-1.4.0,camel-2.9.0,camel-2.10.0,components/camel-cxf/src/test/java/org/apache/camel/component/cxf/spring/CxfEndpointBeanTest.java,3397,0.5,True,MAJOR_LINE,>,1.50,-0.048571680157686016,2.0,3,False
camel-1.4.0,camel-2.9.0,camel-2.10.0,components/camel-cxf/src/test/java/org/apache/camel/component/cxf/spring/CxfEndpointBeanTest.java,3397,0.5,True,CountClassDerived,<=,0.50,0.048256564443199465,0.0,0,False
camel-1.4.0,camel-2.9.0,camel-2.10.0,components/camel-cxf/src/test/java/org/apache/camel/component/cxf/spring/CxfEndpointBeanTest.java,3397,0.5,True,CountDeclMethodPublic,>,1.50,0.02526362256677163,2.0,2,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/model/AggregateDefinition.java,530,1.0,True,OWN_COMMIT,>,0.00,0.23067738983099714,0.5,1.0,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/model/AggregateDefinition.java,530,1.0,True,CountLineComment,>,76.50,0.09865119022666022,164.0,164,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/model/AggregateDefinition.java,530,1.0,True,CountInput_Min,<=,0.50,0.041022624293973,0.0,0,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/model/AggregateDefinition.java,530,1.0,True,MaxInheritanceTree,>,2.50,0.03653066976785666,3.0,3,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/model/AggregateDefinition.java,530,1.0,True,CountClassBase,>,1.50,-0.027932759426457534,2.0,2,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-soap/src/main/java/org/apache/camel/dataformat/soap/name/TypeNameStrategy.java,5980,0.98,True,OWN_COMMIT,<=,0.00,-0.21374009441776753,0.0,0.0,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-soap/src/main/java/org/apache/camel/dataformat/soap/name/TypeNameStrategy.java,5980,0.98,True,CountDeclMethodPrivate,<=,0.50,0.04258997177639235,0.0,0,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-soap/src/main/java/org/apache/camel/dataformat/soap/name/TypeNameStrategy.java,5980,0.98,True,MaxInheritanceTree,>,0.50,0.03887445555672957,1.0,1,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-soap/src/main/java/org/apache/camel/dataformat/soap/name/TypeNameStrategy.java,5980,0.98,True,CountInput_Min,<=,0.50,0.03189306094356659,0.0,0,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-soap/src/main/java/org/apache/camel/dataformat/soap/name/TypeNameStrategy.java,5980,0.98,True,CountClassBase,>,1.50,-0.023851312132867446,2.0,2,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/model/ProcessorDefinition.java,649,0.97,True,OWN_COMMIT,>,0.00,0.2321634991136016,0.545454545454545,0.875,True
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/model/ProcessorDefinition.java,649,0.97,True,CountLineComment,>,76.50,0.0934085135483088,1598.0,1632,True
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/model/ProcessorDefinition.java,649,0.97,True,CountOutput_Min,<=,0.50,0.07431685976182162,0.0,0,True
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/model/ProcessorDefinition.java,649,0.97,True,CountDeclClassMethod,<=,0.50,0.055364206155964525,0.0,0,True
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/model/ProcessorDefinition.java,649,0.97,True,CountClassBase,>,1.50,-0.03092480006310856,2.0,2,True
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/processor/MulticastProcessor.java,784,0.96,True,OWN_COMMIT,>,0.75,0.17303491985796743,0.8888888888888891,0.5,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/processor/MulticastProcessor.java,784,0.96,True,CountLineComment,>,76.50,0.10835482788801716,270.0,270,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/processor/MulticastProcessor.java,784,0.96,True,CountOutput_Min,<=,0.50,0.05379867560427359,0.0,0,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/processor/MulticastProcessor.java,784,0.96,True,MaxInheritanceTree,>,1.50,0.051782493711980855,2.0,2,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/processor/MulticastProcessor.java,784,0.96,True,CountInput_Min,<=,0.50,0.04431935632585621,0.0,0,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/model/WireTapDefinition.java,688,0.96,True,OWN_COMMIT,>,0.00,0.2297428959786739,0.666666666666667,1.0,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/model/WireTapDefinition.java,688,0.96,True,CountLineComment,>,76.50,0.09877701837220114,97.0,104,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/model/WireTapDefinition.java,688,0.96,True,CountDeclMethodPrivate,<=,0.50,0.04365103649236881,0.0,0,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/model/WireTapDefinition.java,688,0.96,True,MaxInheritanceTree,>,3.50,-0.03603086293417526,4.0,4,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/model/WireTapDefinition.java,688,0.96,True,CountClassBase,>,1.50,-0.028961478367836902,2.0,2,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-http/src/main/java/org/apache/camel/component/http/HttpProducer.java,4356,0.96,True,OWN_COMMIT,>,0.00,0.2294792924991166,0.5,0.75,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-http/src/main/java/org/apache/camel/component/http/HttpProducer.java,4356,0.96,True,CountLineComment,>,76.50,0.10582163706913195,100.0,107,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-http/src/main/java/org/apache/camel/component/http/HttpProducer.java,4356,0.96,True,MaxInheritanceTree,>,2.50,0.04542780077541842,3.0,3,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-http/src/main/java/org/apache/camel/component/http/HttpProducer.java,4356,0.96,True,CountClassBase,>,0.50,0.029556311743453748,1.0,1,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-http/src/main/java/org/apache/camel/component/http/HttpProducer.java,4356,0.96,True,AvgLineComment,>,1.50,-0.027602451492500325,6.0,6,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-spring/src/test/java/org/apache/camel/spring/config/ErrorHandlerRouteContextRefNotFoundTest.java,6244,0.96,True,OWN_COMMIT,<=,0.00,-0.22067473414092897,0.0,1.0,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-spring/src/test/java/org/apache/camel/spring/config/ErrorHandlerRouteContextRefNotFoundTest.java,6244,0.96,True,MaxInheritanceTree,>,4.50,-0.07346439701078064,5.0,5,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-spring/src/test/java/org/apache/camel/spring/config/ErrorHandlerRouteContextRefNotFoundTest.java,6244,0.96,True,CountOutput_Min,<=,0.50,0.07128860849561013,0.0,0,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-spring/src/test/java/org/apache/camel/spring/config/ErrorHandlerRouteContextRefNotFoundTest.java,6244,0.96,True,CountLineComment,>,16.50,-0.06791207022609094,20.0,20,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-spring/src/test/java/org/apache/camel/spring/config/ErrorHandlerRouteContextRefNotFoundTest.java,6244,0.96,True,CountDeclMethodPrivate,<=,0.50,0.047698584416657426,0.0,0,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-blueprint/src/main/java/org/apache/camel/blueprint/CamelContextFactoryBean.java,3262,0.95,True,OWN_COMMIT,>,0.00,0.23388627257581804,0.7142857142857142,0.5,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-blueprint/src/main/java/org/apache/camel/blueprint/CamelContextFactoryBean.java,3262,0.95,True,CountLineComment,>,35.50,0.09508801434027574,37.0,36,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-blueprint/src/main/java/org/apache/camel/blueprint/CamelContextFactoryBean.java,3262,0.95,True,CountOutput_Min,<=,0.50,0.057780395239269255,0.0,0,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-blueprint/src/main/java/org/apache/camel/blueprint/CamelContextFactoryBean.java,3262,0.95,True,CountDeclMethodPrivate,<=,0.50,0.04713264325988082,0.0,0,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-blueprint/src/main/java/org/apache/camel/blueprint/CamelContextFactoryBean.java,3262,0.95,True,CountClassBase,>,0.50,0.03247742270234382,1.0,1,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-http4/src/main/java/org/apache/camel/component/http4/HttpEndpoint.java,4394,0.94,True,OWN_COMMIT,>,0.00,0.2344026621196568,0.5,0.5,True
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-http4/src/main/java/org/apache/camel/component/http4/HttpEndpoint.java,4394,0.94,True,CountLineComment,>,47.50,0.08712823845480454,48.0,49,True
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-http4/src/main/java/org/apache/camel/component/http4/HttpEndpoint.java,4394,0.94,True,MaxInheritanceTree,>,4.50,-0.07782126442942718,5.0,5,True
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-http4/src/main/java/org/apache/camel/component/http4/HttpEndpoint.java,4394,0.94,True,CountInput_Min,<=,0.50,0.03678086143681836,0.0,0,True
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-http4/src/main/java/org/apache/camel/component/http4/HttpEndpoint.java,4394,0.94,True,CountClassBase,>,1.50,-0.028692065932946532,2.0,2,True
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-jetty/src/main/java/org/apache/camel/component/jetty/JettyHttpProducer.java,4635,0.94,True,OWN_COMMIT,>,0.00,0.22678815428184607,0.75,0.8,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-jetty/src/main/java/org/apache/camel/component/jetty/JettyHttpProducer.java,4635,0.94,True,CountLineComment,>,35.50,0.10183064251641602,47.0,64,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-jetty/src/main/java/org/apache/camel/component/jetty/JettyHttpProducer.java,4635,0.94,True,MaxInheritanceTree,>,2.50,0.041077083404379,3.0,3,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-jetty/src/main/java/org/apache/camel/component/jetty/JettyHttpProducer.java,4635,0.94,True,AvgLineComment,>,1.50,-0.03225091051224672,2.0,3,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-jetty/src/main/java/org/apache/camel/component/jetty/JettyHttpProducer.java,4635,0.94,True,CountClassBase,>,1.50,-0.024138172543274494,2.0,2,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/processor/TryProcessor.java,824,0.93,True,OWN_COMMIT,>,0.00,0.23408277064222918,0.5,0.0,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/processor/TryProcessor.java,824,0.93,True,CountLineComment,>,47.50,0.10524720040903449,62.0,63,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/processor/TryProcessor.java,824,0.93,True,CountDeclClassMethod,<=,0.50,0.048812437547531055,0.0,0,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/processor/TryProcessor.java,824,0.93,True,CountClassCoupled,>,8.50,0.03765209042177881,10.0,10,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/processor/TryProcessor.java,824,0.93,True,CountInput_Min,<=,0.50,0.02827636982538633,0.0,0,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsEndpoint.java,4803,0.92,True,OWN_COMMIT,>,0.00,0.23182848748951948,0.625,0.4,True
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsEndpoint.java,4803,0.92,True,CountLineComment,>,76.50,0.08401775000675786,97.0,106,True
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsEndpoint.java,4803,0.92,True,CountInput_Min,<=,0.50,0.03391416138217919,0.0,0,True
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsEndpoint.java,4803,0.92,True,AvgLineComment,<=,0.50,0.026975859167240566,0.0,0,True
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsEndpoint.java,4803,0.92,True,AvgLineBlank,<=,0.50,0.0263749353471894,0.0,0,True
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/util/ServiceHelper.java,1014,0.92,True,CountLineComment,>,76.50,0.10556106619774928,106.0,119,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/util/ServiceHelper.java,1014,0.92,True,OWN_COMMIT,>,1.00,-0.10373221380015589,1.0,0.0,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/util/ServiceHelper.java,1014,0.92,True,MaxInheritanceTree,>,0.50,0.04512487289460887,1.0,1,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/util/ServiceHelper.java,1014,0.92,True,CountInput_Min,<=,0.50,0.036120433349429534,0.0,0,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/util/ServiceHelper.java,1014,0.92,True,CountClassCoupled,>,0.50,-0.019881305130266567,5.0,7,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-spring/src/test/java/org/apache/camel/component/bean/BeanWithRecipientListTest.java,6161,0.91,True,OWN_COMMIT,<=,0.00,-0.22288665730398047,0.0,0.5,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-spring/src/test/java/org/apache/camel/component/bean/BeanWithRecipientListTest.java,6161,0.91,True,CountLineComment,>,16.50,-0.0690028534509125,19.0,19,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-spring/src/test/java/org/apache/camel/component/bean/BeanWithRecipientListTest.java,6161,0.91,True,MaxInheritanceTree,>,1.50,0.06170414261139375,2.0,4,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-spring/src/test/java/org/apache/camel/component/bean/BeanWithRecipientListTest.java,6161,0.91,True,CountDeclMethodPrivate,<=,0.50,0.04740900751432373,0.0,0,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-spring/src/test/java/org/apache/camel/component/bean/BeanWithRecipientListTest.java,6161,0.91,True,CountClassBase,>,0.50,0.03437905761279518,1.0,1,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/util/ObjectHelper.java,1006,0.91,True,OWN_COMMIT,>,0.00,0.23531289178498976,0.75,0.5,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/util/ObjectHelper.java,1006,0.91,True,CountLineComment,>,76.50,0.09119019279918934,495.0,509,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/util/ObjectHelper.java,1006,0.91,True,CountOutput_Min,<=,0.50,0.060018789767115555,0.0,0,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/util/ObjectHelper.java,1006,0.91,True,MaxInheritanceTree,>,1.50,0.05027626313788597,2.0,2,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/util/ObjectHelper.java,1006,0.91,True,CountClassBase,>,1.50,-0.03577344416501321,2.0,2,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/model/OnExceptionDefinition.java,639,0.91,True,OWN_COMMIT,>,0.00,0.23639165519721744,0.666666666666667,1.0,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/model/OnExceptionDefinition.java,639,0.91,True,CountLineComment,>,76.50,0.10623281277221247,300.0,300,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/model/OnExceptionDefinition.java,639,0.91,True,CountClassBase,>,0.50,0.03152177000392992,1.0,1,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/model/OnExceptionDefinition.java,639,0.91,True,CountInput_Min,<=,0.50,0.030076823893114984,0.0,0,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/model/OnExceptionDefinition.java,639,0.91,True,AvgLineBlank,<=,0.50,0.022221697961249297,0.0,0,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-http4/src/main/java/org/apache/camel/component/http4/HttpProducer.java,4401,0.9,True,OWN_COMMIT,>,0.00,0.23356138187147146,0.666666666666667,0.666666666666667,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-http4/src/main/java/org/apache/camel/component/http4/HttpProducer.java,4401,0.9,True,CountLineComment,>,76.50,0.09581800588874537,95.0,101,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-http4/src/main/java/org/apache/camel/component/http4/HttpProducer.java,4401,0.9,True,MaxInheritanceTree,>,2.50,0.029588333190753397,3.0,3,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-http4/src/main/java/org/apache/camel/component/http4/HttpProducer.java,4401,0.9,True,AvgLineComment,>,1.50,-0.027194914097813685,5.0,6,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-http4/src/main/java/org/apache/camel/component/http4/HttpProducer.java,4401,0.9,True,CountClassBase,>,0.50,0.026469599786929397,1.0,1,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-http/src/main/java/org/apache/camel/component/http/DefaultHttpBinding.java,4340,0.9,True,OWN_COMMIT,>,0.00,0.22739813885729715,0.6,1.0,True
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-http/src/main/java/org/apache/camel/component/http/DefaultHttpBinding.java,4340,0.9,True,CountLineComment,>,47.50,0.10027240837665206,56.0,58,True
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-http/src/main/java/org/apache/camel/component/http/DefaultHttpBinding.java,4340,0.9,True,MaxInheritanceTree,>,0.50,0.04503715415038111,1.0,1,True
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-http/src/main/java/org/apache/camel/component/http/DefaultHttpBinding.java,4340,0.9,True,CountInput_Min,<=,0.50,0.03974941770953929,0.0,0,True
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-http/src/main/java/org/apache/camel/component/http/DefaultHttpBinding.java,4340,0.9,True,CountClassBase,>,1.50,-0.029033126571506692,2.0,2,True
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/component/bean/MethodInfo.java,122,0.9,True,OWN_COMMIT,>,0.00,0.22244640304112323,0.33333333333333304,0.8,True
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/component/bean/MethodInfo.java,122,0.9,True,CountLineComment,>,76.50,0.10864548770068794,132.0,137,True
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/component/bean/MethodInfo.java,122,0.9,True,MaxInheritanceTree,>,2.50,0.036770463941366266,3.0,3,True
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/component/bean/MethodInfo.java,122,0.9,True,CountInput_Min,<=,0.50,0.029400792440994,0.0,0,True
camel-2.9.0,camel-2.10.0,camel-2.11.0,camel-core/src/main/java/org/apache/camel/component/bean/MethodInfo.java,122,0.9,True,CountClassBase,>,1.50,-0.028178051370087536,2.0,2,True
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsPollingConsumer.java,4809,0.89,True,OWN_COMMIT,<=,0.00,-0.21627180593942522,0.0,1.0,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsPollingConsumer.java,4809,0.89,True,CountLineComment,>,16.50,-0.06344563481653334,20.0,20,False
camel-2.9.0,camel-2.10.0,camel-2.11.0,components/camel-jms/src/main/java/org/apache/camel/component/jms/JmsPollingConsumer.java,4809,0.89,True,CountOutput_Min,<=,0.50,0.061865538389212146,0.0,0,False
